,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
1076,20,27.4,0.0,1.2,250.0,98,997.1,0.0,0.05,29.1,0.0,1646.2,2189.3,501.1,145.6,425.7,579.9,529.9,246.5,292.2,28.7,58.1,0.0,0.0,436.1,63.5,795.6,46.0,127.5,91.7,20.8,60.3,138.9,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.85,1337.15,823.35
1077,21,27.3,0.0,1.1,200.0,99,998.0,0.0,0.0,28.5,0.0,1627.6,2162.9,486.1,139.2,423.9,522.0,598.0,217.8,300.3,34.5,55.2,0.0,0.0,436.1,63.4,814.0,37.9,125.1,88.1,21.7,46.8,135.1,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088.7,1320.65,811.2
1078,22,25.6,2.2,0.8,50.0,99,998.1,0.0,0.0,27.2,0.0,1584.9,2094.0,463.1,176.9,401.7,514.8,598.0,193.7,269.9,23.7,55.9,0.0,0.0,375.9,66.2,791.3,36.8,120.6,91.9,21.2,51.3,142.6,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.3,1277.4,790.6
1079,23,25.4,0.9,0.7,70.0,99,998.0,0.0,0.0,27.1,0.0,1567.6,1989.8,442.4,124.3,396.7,511.5,532.3,165.4,264.2,35.3,57.2,0.0,0.0,387.8,68.9,768.1,36.2,118.0,86.6,22.4,42.2,136.2,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.55,1204.8,784.2
1080,0,25.5,0.6,0.0,0.0,99,998.0,0.0,0.0,27.0,1.0,1575.5,1904.1,449.2,119.3,392.0,498.2,494.4,149.1,248.6,32.0,55.9,0.0,0.0,370.2,66.5,771.7,33.0,115.3,85.6,20.1,36.0,134.4,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.35,1168.2,791.3
1081,1,25.6,0.0,0.0,0.0,99,997.9,0.0,0.0,27.1,1.0,1552.0,1836.7,441.4,116.1,386.2,484.9,486.0,146.4,268.5,32.3,56.3,0.0,0.0,357.0,58.9,790.6,29.8,109.3,87.3,19.2,37.9,125.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.1,1133.3,777.8
1082,2,25.5,0.0,0.7,50.0,99,997.5,0.0,0.0,26.4,1.0,1503.6,1846.8,427.5,108.4,383.2,462.9,519.4,139.8,266.8,31.4,65.4,0.0,0.0,322.1,52.6,758.9,24.5,111.0,86.2,11.7,36.1,111.6,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.9,1125.15,749.5
1083,3,25.3,0.0,0.2,0.0,99,997.3,0.0,0.0,25.8,1.0,1518.7,1795.4,419.5,112.9,383.7,459.1,473.9,134.8,244.5,40.0,56.5,0.0,0.0,295.5,47.8,800.9,24.6,108.7,84.6,15.7,38.5,127.7,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.3,1098.7,759.85
1084,4,25.3,0.0,0.0,0.0,99,997.0,0.0,0.0,25.6,1.0,1433.5,1798.0,411.3,115.0,384.8,461.4,472.2,129.5,240.4,36.1,56.3,0.0,0.0,279.8,45.9,756.3,22.8,109.1,82.5,15.0,37.7,115.3,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.5,1094.55,715.15
1085,5,25.0,0.0,0.1,0.0,99,997.4,0.0,0.0,25.8,1.0,1475.3,1790.7,403.2,119.8,379.6,463.7,463.7,122.9,258.0,20.3,56.8,0.0,0.0,282.4,43.3,792.7,23.0,109.1,84.2,14.2,35.9,116.8,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.5,1080.5,741.5
1086,6,24.8,0.0,0.0,0.0,99,997.8,0.0,0.06,25.8,1.0,1436.6,1797.2,361.3,139.0,372.3,466.3,522.1,114.1,255.0,29.8,55.9,0.0,0.0,297.1,43.9,769.2,22.2,104.2,86.3,3.2,35.9,63.2,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.45,1066.9,721.0
1087,7,25.0,0.0,0.0,0.0,99,998.1,0.0,0.19,26.6,1.0,1433.2,1752.0,387.2,99.9,376.8,457.1,494.5,121.4,235.3,25.0,53.2,0.0,0.0,272.3,42.1,747.6,24.7,104.9,103.3,3.0,68.1,73.8,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.7,1059.5,718.0
1088,8,26.2,0.0,0.0,0.0,99,998.2,0.3,0.68,29.7,1.0,1518.5,1775.4,429.6,86.2,387.9,476.9,488.6,126.8,229.7,50.8,56.3,0.0,0.0,289.2,44.4,837.3,29.8,110.7,103.8,3.3,58.3,87.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.55,1085.85,759.55
1089,9,27.4,0.0,0.0,0.0,99,998.3,0.3,1.24,33.1,1.0,1494.8,1917.7,435.5,68.6,402.2,488.4,559.8,194.8,272.6,49.8,55.7,0.0,0.0,294.5,50.8,798.6,34.4,108.4,104.0,6.8,70.7,85.1,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.55,1168.15,753.25
1090,10,28.3,0.0,0.8,90.0,97,997.9,0.8,2.01,36.4,1.0,1438.5,1878.7,446.4,61.8,414.8,519.0,478.0,213.1,261.8,42.6,56.3,0.0,0.0,289.2,49.0,781.3,30.8,117.1,109.6,12.8,62.5,73.7,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.8,1153.5,720.85
1091,11,29.7,0.0,0.3,0.0,89,997.3,0.8,2.46,41.2,1.0,1822.0,2033.7,466.0,116.2,424.9,542.7,507.6,172.3,263.1,46.6,59.5,0.0,0.0,323.2,56.6,781.7,41.1,116.7,114.6,20.1,60.3,97.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114.5,1242.75,910.95
1092,12,30.7,0.0,0.8,340.0,84,996.7,0.9,2.78,41.7,1.0,1888.6,2088.9,479.6,94.2,446.8,548.9,580.9,208.4,287.5,48.3,61.3,0.0,0.0,352.9,60.9,802.7,40.9,126.4,133.6,20.5,64.0,88.6,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.35,1260.7,942.95
1093,13,31.1,0.0,0.4,0.0,80,996.2,0.7,2.16,38.7,1.0,1883.9,2204.5,503.2,141.9,476.0,577.1,546.3,226.0,282.7,34.2,61.8,0.0,0.0,381.9,66.0,777.5,44.4,128.9,132.9,21.4,68.7,97.1,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.05,1351.1,945.15
1094,14,31.7,0.0,1.3,50.0,82,995.7,0.6,2.25,40.9,1.0,1899.4,2263.5,492.0,112.9,469.3,579.0,534.2,296.3,277.0,42.5,61.8,0.0,0.0,338.9,60.2,834.4,44.6,127.4,133.9,22.0,69.6,111.3,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.0,1364.7,955.8
1095,15,31.7,0.0,0.5,360.0,76,995.4,0.7,2.2,39.5,1.0,1894.6,2252.1,515.4,110.4,469.4,578.3,590.2,227.0,299.5,45.8,61.7,0.0,0.0,338.1,62.6,814.9,38.8,128.1,134.5,21.6,65.2,111.3,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.9,1367.75,946.85
1096,16,31.9,0.0,1.3,20.0,74,994.8,1.0,2.29,38.2,1.0,1870.9,2192.9,480.7,78.7,472.9,576.8,570.7,241.0,323.4,38.5,61.9,0.0,0.0,358.1,61.8,778.3,40.8,129.7,115.8,22.3,64.5,86.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222.7,1330.4,935.65
1097,17,31.9,0.0,0.5,20.0,74,994.6,0.9,1.57,34.8,1.0,1601.1,2242.3,465.3,121.5,460.1,567.0,608.3,207.2,309.3,27.0,74.0,0.0,0.0,376.9,61.3,829.8,44.7,127.8,115.6,21.6,73.0,75.2,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.75,1343.65,798.2
1098,18,30.9,0.0,0.6,20.0,78,995.0,1.0,1.06,31.6,1.0,1603.4,2207.9,450.3,137.1,452.3,547.4,512.5,249.5,325.0,37.6,57.5,0.0,0.0,401.4,61.2,805.7,39.9,126.1,99.8,20.6,63.0,93.6,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.35,1318.0,806.8
1099,19,29.4,0.0,0.1,0.0,88,995.4,0.5,0.33,29.3,1.0,1823.3,2114.4,484.3,139.8,439.6,540.1,559.4,189.4,297.0,41.6,56.0,0.0,0.0,626.3,61.6,759.0,35.7,122.2,95.1,20.9,63.6,132.8,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.2,1286.2,903.15
1100,20,28.5,0.0,0.3,0.0,89,996.1,0.0,0.05,27.9,1.0,1819.4,2124.7,482.8,142.6,418.4,516.8,561.9,172.9,305.9,36.4,57.2,0.0,0.0,635.3,67.8,760.6,37.2,119.1,88.0,21.7,62.3,132.8,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.2,1287.85,904.9
1101,21,27.8,0.0,0.2,0.0,87,996.4,0.0,0.0,27.1,1.0,1783.9,1991.2,458.5,134.3,411.7,508.7,478.6,180.5,299.0,36.6,56.2,0.0,0.0,605.2,70.4,769.4,36.5,117.9,89.1,21.8,51.6,127.7,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.6,1211.4,891.75
1102,22,26.5,0.0,0.0,0.0,95,996.6,0.0,0.0,26.3,1.0,1779.3,1967.7,465.5,139.2,385.9,501.6,504.3,168.6,275.0,32.2,56.4,0.0,0.0,584.8,72.3,752.1,34.6,115.6,86.5,14.1,55.3,130.4,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075.1,1200.45,888.15
1103,23,27.2,0.0,0.0,0.0,91,996.8,0.0,0.0,26.0,1.0,1736.1,1849.1,451.6,125.7,380.6,494.1,446.6,154.2,258.4,31.1,54.3,0.0,0.0,552.0,66.2,753.9,32.8,114.1,84.1,19.9,39.2,133.8,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974.15,1131.15,857.55
1104,0,26.1,0.0,0.0,0.0,93,996.8,0.0,0.0,25.4,0.0,1722.2,1854.2,427.9,118.1,375.4,487.4,523.0,147.1,249.2,34.1,56.4,0.0,0.0,526.5,69.3,778.6,32.5,113.1,85.7,14.0,36.2,123.2,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.25,1134.15,855.55
1105,1,25.7,0.0,0.0,0.0,97,996.7,0.0,0.0,25.1,0.0,1680.3,1806.5,420.5,111.5,366.9,476.7,459.0,139.0,261.4,36.0,54.7,0.0,0.0,500.5,54.2,740.4,28.5,116.2,84.7,16.4,40.4,110.1,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.9,1109.15,834.8
1106,2,25.6,0.0,0.1,0.0,97,996.6,0.0,0.0,24.9,0.0,1595.6,1796.9,425.9,104.8,360.1,451.8,513.8,133.8,239.0,40.0,55.4,0.0,0.0,441.9,50.1,717.8,30.1,110.4,85.8,15.4,36.3,113.1,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.35,1098.35,806.2
1107,3,25.6,0.0,0.0,0.0,98,996.6,0.0,0.0,25.2,0.0,1546.9,1767.7,410.9,102.9,360.8,454.5,502.8,138.9,230.6,52.2,55.1,0.0,0.0,420.5,43.7,755.7,28.7,105.2,82.9,15.2,38.1,106.7,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.25,1084.75,774.6
1108,4,25.4,0.0,0.1,0.0,99,996.4,0.0,0.0,25.1,0.0,1549.4,1693.7,396.8,103.2,360.3,454.8,452.3,125.7,238.8,28.7,54.6,0.0,0.0,388.1,42.1,751.3,26.6,105.4,82.3,17.3,34.5,107.5,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.65,1040.25,776.0
1109,5,25.0,0.0,0.0,0.0,99,996.4,0.0,0.0,24.9,0.0,1522.0,1704.2,393.8,120.3,353.5,448.2,453.4,121.5,248.8,33.5,54.3,0.0,0.0,399.7,43.0,738.7,23.1,104.4,83.8,7.0,35.7,116.9,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.95,1045.8,762.3
1110,6,24.5,0.0,0.0,0.0,99,996.7,0.0,0.06,24.9,0.0,1484.8,1820.9,389.9,120.0,357.6,447.5,521.6,127.8,234.9,33.5,68.3,0.0,0.0,404.0,38.2,713.2,30.9,108.5,85.0,7.7,53.5,80.1,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.5,1096.5,742.95
1111,7,24.9,0.0,0.0,0.0,99,997.1,0.0,0.18,26.0,0.0,1921.8,1848.0,493.7,95.9,362.3,487.4,510.1,144.5,248.5,21.7,54.9,0.0,0.0,430.1,41.2,742.9,30.9,114.9,137.4,7.7,58.8,121.1,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122.55,1166.95,961.5
1112,8,25.8,0.0,0.0,0.0,99,997.4,0.5,0.81,28.7,0.0,2267.6,2085.0,590.9,128.7,392.1,504.9,565.7,208.6,301.9,36.6,59.5,0.0,0.0,645.9,64.1,889.9,36.4,125.7,141.4,20.5,83.3,154.1,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413.4,1324.3,1131.05
1113,9,26.9,0.0,0.0,0.0,94,997.5,0.4,1.01,31.2,0.0,2306.9,2252.7,630.6,118.6,437.7,584.5,594.1,258.9,320.3,47.0,66.1,0.0,0.0,643.7,64.7,941.4,39.7,126.7,146.0,23.6,83.3,186.1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.15,1428.5,1154.15
1114,10,28.7,0.0,0.0,0.0,82,997.3,1.0,2.31,38.5,0.0,2310.5,2426.1,629.3,150.6,479.4,603.8,663.0,296.5,330.0,49.0,70.2,0.0,0.0,645.5,68.5,913.0,45.6,140.0,148.6,24.8,84.4,158.3,101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652.7,1505.85,1153.7
1115,11,30.5,0.0,0.5,200.0,75,996.9,1.0,2.86,43.5,0.0,2404.0,2587.6,701.2,150.1,482.2,612.3,708.8,287.0,335.2,42.2,65.6,0.0,0.0,682.7,60.5,951.1,48.6,141.0,141.2,25.5,91.0,229.9,92.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.15,1645.4,1204.1
1116,12,30.2,0.0,1.5,250.0,76,996.5,0.9,2.86,42.3,0.0,2409.3,2399.4,691.9,79.3,488.0,620.5,633.4,326.5,323.3,65.0,68.6,0.0,0.0,719.7,65.5,958.4,43.8,132.2,144.6,24.1,83.5,237.2,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.4,1535.05,1207.0
1117,13,31.2,0.0,0.5,250.0,66,996.2,0.8,2.76,47.0,0.0,2412.4,2572.7,669.6,98.1,494.2,632.0,674.8,337.2,346.3,42.1,70.7,0.0,0.0,710.3,65.4,978.7,50.4,145.8,140.6,25.6,90.2,207.1,100.1,48.3,2771.5,324.8,1276.4,433.3,148.3,195.0,79.2,66.1,194.5,105.9,92.6,624.9,0.0,152.6,53.0,26.0,22.4,45.1,26.2,20.7,56.5,21.3,89.2,22.7,4187.05,3031.45,1238.1499999999999
1118,14,31.9,0.0,1.0,270.0,66,995.9,1.0,3.21,47.8,0.0,2461.9,2725.2,621.5,146.0,514.8,636.8,726.1,305.6,335.3,49.6,69.2,0.0,0.0,720.0,63.5,995.8,44.1,137.4,141.1,26.1,87.0,148.0,103.7,239.3,2874.6,336.5,1322.2,428.6,143.6,188.5,87.0,72.6,195.0,273.6,85.1,664.1,8.4,150.4,54.0,21.9,29.8,39.2,28.8,20.6,69.8,21.8,82.6,22.7,4381.4,3236.8,1356.8999999999999
1119,15,32.5,0.0,0.1,0.0,60,995.6,0.8,2.64,49.1,0.0,2522.0,2632.6,592.2,186.1,490.0,635.1,721.9,296.0,362.2,39.2,70.4,0.0,0.0,716.6,60.5,1063.2,53.5,138.9,145.6,25.7,80.8,127.8,100.7,247.1,3000.0,341.9,1326.0,416.9,154.8,238.4,85.2,74.6,201.3,267.4,76.7,675.3,15.9,156.8,56.5,35.4,31.9,50.7,28.7,35.6,71.9,32.8,86.9,36.9,4427.450000000001,3242.65,1396.15
1120,16,31.2,0.0,1.2,290.0,68,995.5,0.9,2.37,45.7,0.0,2248.4,2621.0,615.2,150.7,477.7,632.4,754.4,293.1,340.8,76.3,70.1,0.0,0.0,434.6,60.0,1091.3,47.2,142.1,139.0,19.9,100.2,155.1,91.1,259.5,3016.1,336.4,1331.9,419.8,170.3,214.6,83.5,78.7,193.0,256.1,78.9,698.7,20.5,156.8,52.7,31.4,29.8,50.0,31.9,40.1,70.0,23.9,90.2,21.7,4281.6,3238.7,1256.9
1121,17,31.4,0.0,1.3,270.0,69,995.3,1.0,1.83,39.7,0.0,1933.0,2481.5,625.9,123.3,483.9,612.1,638.3,270.9,345.7,71.1,68.4,0.0,0.0,378.9,59.0,1030.9,44.8,140.4,142.1,26.1,81.4,175.7,91.5,227.5,3035.4,0.0,1320.1,409.0,176.7,257.5,79.3,80.8,182.3,261.8,89.7,683.5,13.0,154.8,55.8,34.5,32.5,52.6,39.0,33.4,70.5,31.3,85.2,24.6,4115.7,3171.75,1102.25
1122,18,30.0,0.0,0.6,340.0,77,995.3,0.7,0.98,34.7,0.0,1741.3,2326.0,580.5,137.1,446.2,601.2,616.5,235.3,290.5,44.5,58.0,0.0,0.0,348.1,62.9,982.3,41.2,134.9,118.4,20.3,79.8,165.9,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.65,1428.6,875.15
1123,19,28.5,0.0,1.3,320.0,83,995.7,0.4,0.32,31.0,0.0,1553.3,2133.7,532.0,141.9,423.0,568.8,535.2,195.5,280.4,28.8,56.9,0.0,0.0,338.2,66.1,759.1,39.7,130.4,100.2,24.2,74.3,150.1,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.5,1316.75,776.45
1124,20,27.6,0.0,0.9,340.0,88,996.1,0.0,0.06,28.7,0.0,1504.8,2115.5,537.0,142.0,421.3,565.2,567.8,184.6,304.4,40.6,56.0,0.0,0.0,331.3,59.6,754.6,44.6,127.0,91.5,22.6,74.5,174.1,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.1,1306.05,760.3
1125,21,26.7,0.0,0.7,320.0,94,996.7,0.0,0.0,27.8,0.0,1545.6,2043.6,500.6,138.5,398.1,543.4,534.0,166.6,258.4,37.6,54.5,0.0,0.0,368.0,62.6,775.1,42.0,127.8,92.4,22.1,57.7,139.6,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.2,1269.6,771.05
1126,22,26.4,0.0,0.2,0.0,97,997.2,0.0,0.0,26.8,0.0,1599.6,1988.4,475.9,166.4,395.5,526.2,506.9,160.5,260.1,37.7,54.7,0.0,0.0,363.3,81.9,767.5,37.4,120.2,89.4,15.0,60.1,151.8,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.8,1217.45,800.4
1127,23,26.0,0.0,0.4,0.0,97,997.4,0.0,0.0,26.3,0.0,1560.7,1925.9,490.7,121.9,381.9,510.0,510.4,151.8,273.9,33.1,54.6,0.0,0.0,367.3,68.8,731.2,35.2,119.1,84.3,14.4,43.9,158.4,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.65,1191.35,779.85
1128,0,25.3,0.0,1.1,70.0,98,997.3,0.0,0.0,25.7,0.0,1535.8,1853.1,474.7,120.6,369.3,508.1,478.5,144.5,266.1,29.4,53.7,0.0,0.0,356.7,60.9,760.4,32.2,115.5,84.9,18.4,38.1,127.1,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.85,1142.7,766.0
