,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
1052,20,28.3,0.0,1.7,230,97,998.6,0.0,0.07,27.7,1,1420.6,2026.0,442.6,203.2,445.4,469.9,479.3,126.5,291.5,40.1,54.1,0.0,0.0,338.7,59.6,787.6,37.4,138.7,83.3,14.1,65.7,93.0,52.0,0.0,2381.3,0.0,1009.1,281.8,155.6,62.6,72.3,101.9,221.3,321.2,42.0,608.7,0.0,98.0,37.6,37.6,36.5,26.9,31.0,16.8,49.6,14.2,55.1,18.1,3112.8,2427.5,718.2
1053,21,28.3,0.0,2.4,200,97,998.8,0.0,0.0,27.2,1,1424.5,2024.8,422.0,208.5,446.4,465.2,506.3,116.6,269.2,49.9,54.2,0.0,0.0,333.2,58.5,760.0,37.0,139.5,76.5,18.2,46.0,113.5,51.9,0.0,2365.0,693.3,1000.6,280.7,165.0,60.0,78.6,94.5,207.0,316.9,30.8,591.3,0.0,104.6,26.5,56.3,49.7,26.9,28.9,28.2,48.0,15.2,52.6,16.5,3094.9,2395.45,713.6
1054,22,28.1,0.0,2.3,200,96,999.1,0.0,0.0,26.9,1,1439.1,1950.4,400.5,202.3,437.0,466.3,453.4,112.9,270.0,42.2,53.8,0.0,0.0,343.9,61.1,796.6,33.6,131.4,75.6,18.3,46.8,96.5,52.5,0.0,2363.9,0.0,997.5,328.2,159.0,59.7,69.6,94.4,213.4,318.7,33.3,597.3,0.0,94.9,35.6,37.3,36.3,31.7,33.8,16.5,48.5,27.7,51.7,17.9,3048.55,2378.3,717.6
1055,23,27.9,0.0,1.8,200,97,999.3,0.0,0.0,26.9,1,1423.2,1902.9,396.7,193.5,433.1,446.0,453.4,113.5,272.2,26.1,53.8,0.0,0.0,332.7,61.4,801.5,37.3,129.4,76.8,16.2,61.0,91.4,49.8,0.0,2361.9,732.7,959.3,312.9,159.4,64.3,66.6,92.7,213.6,317.4,32.4,599.5,0.0,103.3,36.7,36.0,36.0,22.1,26.8,16.5,58.1,20.3,59.8,17.5,3018.5,2338.0,713.35
1056,0,27.8,0.0,1.4,200,97,999.1,0.0,0.0,26.7,1,1446.4,1871.9,393.2,155.5,434.1,446.2,492.6,109.4,236.2,29.2,53.3,0.0,0.0,326.6,59.5,811.0,36.0,129.8,76.1,7.4,37.3,81.6,52.8,0.0,2300.6,715.5,962.4,270.9,150.2,60.0,66.6,81.9,204.1,342.4,33.0,585.9,0.0,87.2,25.1,37.9,36.3,24.4,26.6,16.2,48.8,24.7,42.3,17.8,2962.0,2279.15,725.45
1057,1,27.6,0.0,2.1,230,97,998.9,0.0,0.0,26.9,1,1410.5,1767.4,383.1,171.6,431.0,441.5,437.4,108.3,195.9,33.0,54.1,0.0,0.0,303.9,51.3,794.9,37.0,128.5,77.4,7.1,36.0,83.8,54.8,0.0,2254.9,696.8,967.5,268.6,146.5,58.2,73.6,69.3,204.3,312.6,35.1,565.7,0.0,86.1,35.2,33.9,36.3,26.8,16.2,18.1,47.7,27.3,40.0,17.8,2882.6,2204.2,702.4
1058,2,27.7,0.0,2.7,230,98,998.8,0.0,0.0,26.6,1,1378.3,1755.2,369.4,150.7,421.0,435.5,437.3,105.7,196.5,30.3,54.4,0.0,0.0,289.4,49.8,770.0,29.8,127.5,71.2,6.5,36.0,64.8,50.7,0.0,2255.7,742.7,989.7,271.7,138.0,57.5,72.3,59.0,210.8,319.1,33.2,588.9,0.0,90.3,39.6,36.3,45.6,22.4,13.5,18.1,47.6,30.3,46.2,17.8,2854.8999999999996,2189.25,686.65
1059,3,27.4,0.0,3.4,230,99,998.9,0.0,0.0,26.5,1,1341.8,1822.2,363.9,144.7,417.8,432.1,488.4,102.7,215.2,36.8,53.1,0.0,0.0,284.7,46.6,797.0,32.8,126.5,73.3,6.6,37.0,66.2,50.2,0.0,2230.2,722.0,981.8,265.1,124.7,64.6,66.8,58.1,206.6,311.0,28.4,581.7,0.0,86.0,25.4,37.6,35.7,25.0,22.5,18.1,48.4,15.3,37.2,18.2,2879.1000000000004,2214.65,675.6
1060,4,27.1,0.0,3.3,230,99,998.8,0.0,0.0,26.1,1,1352.0,1746.6,371.3,147.3,431.5,435.7,431.7,103.9,195.3,35.7,53.9,0.0,0.0,266.7,43.0,801.5,28.9,127.6,76.6,7.1,37.8,63.8,48.9,0.0,2205.5,728.0,986.2,268.0,115.9,68.1,72.9,54.6,201.1,316.9,33.9,606.6,0.0,90.0,22.0,22.4,38.1,21.7,15.7,24.4,48.4,13.7,47.1,16.5,2815.4,2161.2,671.25
1061,5,27.1,0.0,2.0,230,99,999.2,0.0,0.0,26.5,1,1347.3,1718.3,360.7,143.9,419.2,434.0,434.8,100.1,193.2,35.4,54.4,0.0,0.0,255.5,43.2,805.1,28.8,127.1,82.1,6.3,34.7,63.7,46.7,0.0,2197.9,770.6,979.4,255.9,120.0,61.0,74.6,49.4,199.2,336.1,30.3,575.3,0.0,85.5,24.2,21.2,37.2,20.6,24.8,16.4,50.5,15.1,41.8,17.4,2791.8,2150.8,678.55
1062,6,27.0,0.0,2.2,230,99,999.0,0.0,0.06,26.3,1,1297.9,1755.7,373.9,115.7,424.0,424.8,437.7,101.9,242.3,22.1,54.6,0.0,0.0,255.6,39.5,771.4,29.2,126.2,93.8,6.5,35.5,57.8,45.4,0.0,2214.3,756.7,946.2,253.5,116.6,115.6,83.6,53.2,207.7,311.5,30.6,560.4,0.0,77.7,21.7,27.1,22.9,29.9,17.5,15.4,47.7,12.9,33.9,17.6,2805.0,2178.05,651.95
1063,7,27.5,0.0,3.2,230,99,999.2,0.0,0.17,27.6,1,1295.4,1749.1,390.5,116.8,413.6,433.6,437.8,100.1,245.4,33.6,56.1,0.0,0.0,232.3,41.6,763.1,34.3,126.2,95.5,18.4,39.6,61.4,54.5,0.0,2245.9,786.0,962.5,260.3,113.0,104.3,68.8,60.6,199.7,294.3,34.4,583.6,0.0,79.2,32.9,27.4,23.0,24.7,32.8,15.7,57.7,26.1,36.0,17.3,2808.95,2180.15,650.7
1064,8,28.0,0.0,3.6,230,99,999.6,0.0,0.47,29.4,1,1346.7,1808.0,431.5,128.2,419.0,434.2,487.7,101.1,250.9,31.4,54.9,0.0,0.0,254.1,43.3,821.1,30.9,129.7,99.8,7.2,68.7,73.6,57.5,0.0,2201.4,786.4,941.1,264.9,113.2,103.4,89.0,81.3,205.1,287.3,39.1,568.1,6.4,90.0,23.0,22.4,34.1,24.5,32.8,15.3,47.9,14.7,47.1,18.3,2858.4,2204.85,674.4
1065,9,28.4,0.0,3.2,230,98,999.7,0.2,0.89,30.7,1,1406.5,1853.8,427.0,137.6,425.5,434.6,461.1,106.3,255.6,52.0,57.2,0.0,0.0,272.4,44.8,833.9,31.1,127.9,97.0,7.3,58.2,82.2,59.1,0.0,2270.7,727.5,987.2,272.4,126.8,147.9,81.4,91.1,207.3,301.5,39.0,580.7,29.6,80.4,32.8,39.5,47.3,36.8,30.7,17.6,47.3,14.7,39.0,17.6,2957.15,2275.0,699.3
1066,10,29.3,0.0,2.2,230,97,1000.1,0.4,1.17,32.7,1,1393.7,1864.1,448.3,126.4,449.9,450.2,461.1,111.8,262.7,37.1,54.7,0.0,0.0,253.6,50.1,794.3,37.7,134.1,101.3,7.7,70.9,82.4,59.6,0.0,2301.1,838.1,994.7,272.1,120.8,136.2,83.1,93.1,202.5,280.6,36.4,595.7,97.1,97.3,25.2,41.5,20.3,24.0,32.1,30.1,56.0,14.2,41.3,18.1,2938.0,2294.65,696.5
1067,11,29.4,0.0,2.3,250,92,1000.2,0.3,1.26,32.4,1,1377.7,1869.1,464.1,117.7,448.7,445.4,505.3,109.0,285.2,32.4,56.2,0.0,0.0,281.2,55.0,819.5,39.3,133.0,104.7,17.9,58.2,79.3,64.6,0.0,2290.7,784.1,972.7,296.3,124.4,125.0,77.4,85.7,211.9,293.6,49.4,597.3,109.3,92.8,37.9,40.8,54.5,28.7,27.2,29.7,48.2,15.3,49.0,17.6,2953.3,2289.3999999999996,687.6
1068,12,32.0,0.0,4.0,230,79,999.6,0.9,2.95,46.4,1,1408.1,1861.0,469.3,111.0,477.5,464.1,447.2,126.8,276.0,49.5,56.5,0.0,0.0,318.1,59.6,779.6,38.1,140.0,102.3,16.4,61.3,78.5,65.8,0.0,2320.6,726.9,1027.5,307.5,139.7,158.6,77.1,83.4,205.2,220.5,54.3,619.0,117.7,102.3,38.4,43.7,45.6,41.0,35.6,31.6,61.6,17.7,50.8,18.9,2980.95,2304.55,694.85
1069,13,32.7,0.0,4.7,230,70,999.4,0.9,2.89,50.2,1,1424.6,1938.2,471.4,123.3,464.9,481.7,450.4,145.5,292.6,42.7,58.6,0.0,0.0,317.8,62.4,818.6,37.3,135.0,106.2,19.6,61.7,86.9,62.6,0.0,2303.7,739.4,1061.2,312.7,148.4,162.4,82.2,93.6,200.9,197.3,43.5,631.8,113.4,109.7,37.8,44.8,32.5,26.0,33.4,16.3,49.2,29.3,64.2,18.5,2970.1000000000004,2313.6499999999996,709.15
1070,14,32.8,0.0,4.8,230,69,999.4,1.0,3.37,54.4,1,1445.4,2083.1,486.3,114.1,484.9,490.6,528.8,156.8,293.4,41.2,58.6,0.0,0.0,298.7,56.3,842.7,42.1,142.8,117.0,8.7,66.2,91.4,65.6,0.0,2316.5,786.9,1052.0,307.6,153.6,124.7,83.4,81.2,208.2,225.3,49.4,642.1,107.7,110.9,36.8,35.1,22.7,34.4,49.7,17.4,57.2,14.2,61.3,19.1,3069.15,2424.55,724.4
1071,15,33.0,0.0,4.0,250,69,999.2,1.0,2.98,53.7,1,1442.4,1954.0,480.3,100.7,498.4,506.9,429.5,160.4,278.8,37.3,59.6,0.0,0.0,325.1,62.4,827.1,47.9,139.4,111.7,9.1,72.5,94.7,67.8,0.0,2341.4,749.2,1043.5,306.4,157.3,146.4,78.0,96.8,205.9,180.1,40.1,659.8,87.3,103.6,40.5,32.8,20.0,27.1,28.9,17.2,48.9,29.5,58.8,18.7,3051.05,2362.5,721.45
1072,16,32.8,0.0,3.6,230,75,999.2,1.0,2.63,50.2,1,1458.3,2014.7,471.3,142.6,490.1,503.6,479.1,153.3,275.7,32.8,59.0,0.0,0.0,319.8,61.8,794.3,41.8,142.5,107.1,19.1,66.1,78.7,58.0,0.0,2531.9,728.5,1111.1,310.4,152.8,143.5,76.8,98.4,212.7,267.9,37.4,643.1,66.2,110.8,35.7,35.0,22.2,23.9,26.1,25.1,56.3,16.6,62.1,19.9,3187.45,2499.85,736.9
1073,17,31.6,0.0,3.5,250,80,999.2,1.0,1.63,40.9,1,1455.2,2119.3,439.2,149.2,478.8,494.8,539.5,139.7,312.4,25.8,60.1,0.0,0.0,328.1,69.3,819.9,41.4,138.3,93.4,17.2,64.0,90.5,48.3,0.0,2519.5,740.1,1076.9,306.7,164.2,105.9,77.9,102.7,205.6,294.6,38.2,635.6,9.6,114.0,39.1,56.8,20.1,26.6,31.8,31.1,58.5,16.9,60.8,19.4,3202.25,2506.35,729.4
1074,18,30.5,0.0,4.1,230,84,998.9,0.3,0.71,35.5,1,1511.4,2046.2,449.6,162.5,472.6,482.8,498.6,131.7,307.4,38.4,57.3,0.0,0.0,350.3,64.6,835.4,39.8,142.9,83.6,19.4,72.9,82.6,49.2,0.0,2449.5,687.5,1049.1,301.9,154.9,103.6,83.3,102.4,193.3,306.6,37.6,649.0,0.0,108.5,40.0,40.8,36.2,28.3,28.6,17.3,48.0,14.0,59.6,19.3,3205.05,2477.0,762.0
1075,19,29.6,0.0,4.0,230,86,998.9,0.0,0.26,31.8,1,1450.2,2096.8,441.1,182.8,463.1,479.1,548.9,127.0,312.8,29.8,56.2,0.0,0.0,338.6,64.3,814.8,41.7,133.6,89.3,17.8,64.8,83.9,56.6,0.0,2457.5,701.8,1049.1,298.0,160.3,67.2,75.7,110.4,200.4,315.1,45.0,617.3,0.0,105.5,28.0,35.7,38.9,30.9,37.3,29.6,48.0,15.9,55.8,19.4,3215.6499999999996,2496.6499999999996,726.9
1076,20,28.8,0.0,2.1,230,92,999.1,0.0,0.06,29.7,1,1482.6,2103.0,435.7,213.0,460.1,480.8,542.7,125.2,297.6,37.8,55.9,0.0,0.0,353.6,66.6,802.5,40.7,136.8,79.9,18.7,63.9,97.7,53.5,0.0,2427.6,695.2,1005.5,288.4,157.3,70.1,75.8,110.4,217.2,318.3,44.7,614.8,0.0,99.3,25.7,29.8,36.3,24.4,29.4,18.3,50.1,15.7,55.7,20.4,3200.3999999999996,2486.9,745.4
1077,21,28.7,0.0,1.9,200,90,999.6,0.0,0.0,28.7,1,1496.9,2043.5,407.9,218.6,452.9,478.0,484.3,123.9,295.2,49.7,55.7,0.0,0.0,362.6,62.6,811.0,40.9,136.8,77.3,9.4,42.7,80.8,54.4,0.0,2398.2,0.0,996.4,282.6,161.8,60.5,82.9,108.6,211.5,340.4,34.4,604.4,0.0,96.9,26.9,40.2,61.4,29.7,25.8,17.9,48.6,16.5,53.8,18.7,3148.05,2432.75,749.4
1078,22,28.3,0.0,2.2,200,91,999.8,0.0,0.0,28.0,1,1425.6,1972.4,397.1,196.8,436.1,457.6,468.0,117.0,280.8,33.9,53.8,0.0,0.0,355.7,62.7,756.5,35.0,131.8,78.2,18.1,41.6,84.5,52.2,0.0,2400.7,0.0,1004.7,280.1,157.6,58.1,76.2,102.0,215.6,338.8,36.8,597.5,0.0,108.2,33.8,39.6,61.4,22.7,24.8,37.0,48.3,21.6,65.9,17.6,3091.35,2398.05,711.6
1079,23,28.2,0.0,2.2,200,91,999.6,0.0,0.0,28.0,1,1441.8,1993.4,399.0,190.6,455.0,450.1,486.5,114.7,268.3,26.5,60.7,0.0,0.0,367.3,63.8,752.1,33.1,132.2,80.6,7.8,57.6,84.9,51.5,0.0,2331.2,710.2,993.0,259.8,150.3,64.1,76.8,85.0,211.2,315.9,30.9,621.2,0.0,98.1,24.6,37.6,38.9,28.7,26.2,17.2,47.7,16.0,52.1,17.5,3062.05,2368.85,724.55
1080,0,28.0,0.0,2.3,200,95,999.5,0.0,0.0,28.0,1,1437.6,1915.9,384.8,180.0,445.7,449.5,438.9,113.8,251.6,32.5,57.8,0.0,0.0,361.7,64.0,775.6,38.4,130.9,79.1,7.3,36.7,75.9,51.7,0.0,2332.0,730.5,1019.0,259.9,157.4,64.9,75.7,81.9,217.6,313.5,40.5,592.3,0.0,98.5,27.4,39.7,53.3,34.2,38.5,31.2,48.0,13.8,47.7,19.4,3016.8,2318.05,719.0
1081,1,27.8,0.0,2.5,200,97,999.3,0.0,0.0,27.6,1,1420.6,1829.5,384.2,168.1,444.9,448.8,440.6,111.6,205.6,29.0,54.8,0.0,0.0,338.1,64.0,770.1,31.7,129.9,79.1,16.0,35.2,74.9,52.5,0.0,2320.5,716.3,994.2,264.0,134.6,57.7,76.0,70.9,212.3,321.1,32.9,571.0,0.0,85.8,26.1,28.3,35.6,22.2,22.7,16.9,47.5,18.9,41.6,18.6,2953.5,2269.75,709.65
1082,2,27.8,0.0,2.5,200,97,999.0,0.0,0.0,27.8,1,1413.2,1772.8,374.5,157.6,437.9,437.0,427.9,105.1,200.4,40.6,54.5,0.0,0.0,310.0,51.9,812.6,32.0,130.1,77.8,17.8,38.0,63.4,50.1,0.0,2248.4,736.7,971.0,268.9,132.8,53.5,71.5,62.6,212.5,316.7,35.0,576.2,0.0,97.6,22.5,35.5,39.8,25.2,24.5,16.9,46.6,13.6,48.3,18.3,2895.0,2211.2,707.7
1083,3,27.9,0.0,1.7,200,97,998.9,0.0,0.0,27.8,1,1372.8,1817.9,370.5,161.9,429.1,431.0,495.1,106.6,195.6,46.2,53.9,0.0,0.0,290.7,48.5,781.4,30.6,128.8,74.8,16.8,35.0,63.4,48.6,0.0,2219.1,741.9,953.7,263.2,120.3,58.9,70.4,58.9,214.1,333.1,38.0,558.9,0.0,88.0,28.6,24.1,35.9,24.7,25.8,30.9,47.1,22.8,43.1,17.5,2890.05,2217.55,689.05
1084,4,27.8,0.0,2.1,200,97,998.8,0.0,0.0,27.6,1,1371.5,1770.9,376.3,167.7,426.4,433.0,427.5,106.2,206.0,20.5,54.5,0.0,0.0,278.8,46.2,830.8,30.6,129.0,73.0,6.2,36.7,64.2,51.3,0.0,2202.2,751.7,978.6,257.0,119.5,59.9,75.2,57.7,219.3,310.1,35.3,565.9,0.0,80.0,37.9,24.5,35.8,36.2,14.5,16.5,47.5,28.0,35.6,18.8,2851.25,2178.1,682.75
1085,5,27.7,0.0,3.0,230,97,998.4,0.0,0.0,27.2,1,1347.7,1776.4,371.0,157.9,418.9,428.7,444.9,107.7,214.7,48.4,54.7,0.0,0.0,270.4,42.7,788.8,30.4,128.1,78.6,15.4,34.9,59.1,47.4,0.0,2156.7,831.9,959.1,256.3,132.3,61.6,76.7,54.0,197.6,315.8,36.7,571.3,0.0,82.8,23.2,20.5,34.8,21.1,22.4,16.2,48.3,14.8,36.0,18.6,2805.1499999999996,2166.5,673.2
1086,6,27.6,0.0,3.1,230,98,998.2,0.0,0.06,26.9,1,1361.7,1730.0,365.9,127.1,416.8,437.0,433.3,103.4,237.0,33.5,55.3,0.0,0.0,284.1,43.3,771.3,30.9,128.5,74.0,6.1,34.2,70.2,50.1,0.0,2152.1,771.2,941.8,270.1,118.2,63.8,76.8,53.7,190.6,310.6,35.8,568.6,0.0,79.7,22.0,22.1,28.7,22.2,25.5,15.7,46.4,13.1,36.1,18.8,2802.3500000000004,2142.05,680.95
1087,7,28.0,0.0,3.9,230,98,998.2,0.0,0.24,28.2,1,1378.5,1778.2,395.1,114.8,426.9,431.1,428.8,103.7,261.7,24.6,55.2,0.0,0.0,274.0,45.9,813.2,36.1,128.5,79.4,6.9,52.9,66.7,57.4,0.0,2121.4,765.5,947.2,280.3,123.3,73.5,69.3,62.3,197.2,283.3,40.1,562.2,21.6,80.8,23.6,21.0,19.8,23.0,35.6,16.1,46.6,15.3,47.1,19.5,2791.3500000000004,2134.55,688.7
1088,8,28.7,0.0,4.1,230,97,997.9,0.0,0.5,30.4,1,1451.3,1820.9,433.0,132.1,426.4,434.8,479.7,121.1,252.6,34.9,55.6,0.0,0.0,338.0,47.2,817.9,31.3,132.8,82.5,8.2,63.4,77.9,61.8,0.0,2321.1,754.3,985.6,294.9,131.5,109.8,70.0,85.1,198.4,290.6,45.0,593.5,28.7,95.2,37.9,22.0,23.8,23.7,32.4,16.9,47.5,14.1,43.5,18.7,2949.35,2270.45,726.35
1089,9,29.1,0.0,5.5,230,93,997.5,0.6,1.11,32.0,1,1458.1,1892.9,432.3,121.4,450.0,445.8,446.7,125.3,298.6,36.4,55.4,0.0,0.0,366.9,50.0,785.2,36.8,139.4,89.4,8.0,71.9,75.6,63.2,0.0,2333.6,737.2,1020.4,296.3,128.5,130.7,89.4,97.3,199.6,280.8,45.9,583.8,83.3,95.7,33.2,33.0,22.4,25.0,36.0,16.5,48.8,17.3,51.2,19.1,3032.1,2305.65,728.75
1090,10,30.1,0.0,6.7,230,88,997.7,0.8,1.72,38.9,1,1460.4,1920.9,449.4,116.0,458.6,460.0,466.7,126.4,289.9,40.3,57.1,0.0,0.0,373.9,55.4,834.9,38.7,133.4,90.6,18.8,67.6,83.7,71.2,0.0,2424.1,820.6,1027.0,312.3,139.7,131.7,79.2,99.2,199.6,271.3,57.1,615.4,95.3,100.7,38.9,34.9,23.0,24.9,31.9,16.6,58.5,30.4,56.1,19.2,3069.5,2387.1499999999996,726.3
1091,11,31.8,0.0,8.0,230,78,997.6,1.0,2.84,52.0,1,1512.3,1984.7,464.3,134.7,460.1,477.2,518.2,144.4,307.5,59.8,56.3,0.0,0.0,407.3,62.4,784.5,38.9,143.8,91.0,8.5,59.8,104.1,66.5,0.0,2432.5,764.8,1019.1,315.7,154.1,130.4,71.4,93.5,209.8,285.1,45.7,613.3,114.3,102.8,29.5,70.2,29.6,27.4,26.8,32.1,58.1,16.7,56.7,19.2,3144.6,2405.0,755.5
1092,12,31.6,0.0,6.1,230,78,997.3,0.9,2.65,49.4,1,1585.8,2036.6,460.2,114.7,469.7,484.1,510.1,143.6,314.4,59.4,58.9,0.0,0.0,451.7,68.9,842.1,42.0,137.9,88.7,18.0,63.7,87.5,63.6,0.0,2402.0,733.1,1034.6,312.5,152.2,131.8,72.2,100.1,205.4,248.7,43.6,631.3,126.3,110.4,39.4,41.9,20.4,26.4,41.5,38.5,59.0,30.2,58.8,19.0,3206.8,2431.6000000000004,798.05
1093,13,31.4,0.0,6.2,230,77,996.8,0.8,2.19,45.4,1,1681.1,2095.8,461.2,108.9,491.8,480.4,563.9,148.4,292.6,48.8,58.9,0.0,0.0,450.7,71.0,896.0,40.3,147.6,88.0,20.2,65.9,92.0,70.7,0.0,2396.8,778.9,1057.6,316.9,155.8,128.0,82.9,92.4,204.6,252.9,43.6,658.0,117.0,112.6,44.6,32.4,20.0,38.7,34.2,31.8,56.0,18.2,60.5,18.9,3253.6,2475.8500000000004,845.1
1094,14,32.0,0.0,5.8,230,73,996.4,0.7,2.33,48.9,1,1623.5,2072.5,471.0,132.3,494.1,491.5,533.2,154.7,292.3,41.6,59.0,0.0,0.0,437.9,70.0,872.0,39.1,147.2,88.0,20.8,64.3,88.5,63.7,0.0,2491.7,815.1,1084.8,333.1,160.1,132.8,80.0,91.0,214.4,268.4,47.4,630.3,106.0,113.5,35.5,36.1,21.0,29.9,34.9,31.0,49.1,15.5,61.4,19.1,3296.1,2501.1000000000004,813.3
1095,15,32.8,0.0,6.1,230,73,995.9,0.9,2.94,54.9,1,1615.6,2074.8,460.0,126.3,490.7,495.0,521.0,163.9,297.9,36.9,59.2,0.0,0.0,470.5,66.2,833.2,44.1,141.3,90.9,20.6,63.5,87.7,71.9,0.0,2653.1,775.9,1127.5,330.1,170.8,184.9,76.4,93.2,214.1,280.0,60.8,645.4,55.1,118.8,38.6,39.1,32.4,40.3,44.1,28.5,48.7,31.1,64.9,19.9,3395.7999999999997,2587.8,810.05
1096,16,31.2,0.0,5.2,230,78,995.4,0.4,1.72,43.3,1,1564.7,2107.3,460.0,134.7,476.1,492.1,572.1,161.3,277.3,43.4,60.6,0.0,0.0,425.1,59.5,829.9,41.4,146.0,86.6,21.1,71.2,91.1,57.6,0.0,2548.6,775.9,1088.6,315.1,166.2,161.4,76.9,97.5,215.9,285.3,53.2,639.2,26.5,119.7,39.4,34.0,37.1,36.3,47.8,30.8,60.0,15.8,70.0,18.8,3306.0,2563.15,780.35
1097,17,30.5,0.0,4.9,230,81,995.4,0.2,1.12,38.6,1,1516.8,2110.3,466.0,151.4,480.3,505.8,509.3,153.1,309.9,36.5,57.6,0.0,0.0,401.2,64.5,827.9,37.5,146.8,91.1,18.3,63.6,83.5,52.9,0.0,2600.5,750.8,1095.1,329.4,178.2,132.6,76.6,103.0,211.6,310.5,46.0,652.2,7.9,118.9,43.8,43.1,21.1,37.6,26.1,31.1,56.1,31.8,66.1,18.6,3310.9,2584.0,761.55
1098,18,29.7,0.0,6.1,230,85,995.0,0.2,0.65,34.6,1,1520.2,2108.0,453.2,171.0,472.3,503.7,523.6,154.0,296.7,36.1,57.0,0.0,0.0,363.8,61.7,837.6,39.8,139.8,87.7,21.7,64.2,93.0,52.0,0.0,2565.0,756.5,1058.5,323.2,188.3,131.5,80.6,113.4,204.5,332.4,50.6,635.9,0.0,125.2,38.8,35.8,22.4,25.4,39.4,19.2,49.1,24.4,68.5,18.7,3270.3,2577.55,757.55
1099,19,29.0,0.0,5.7,230,89,994.8,0.0,0.24,31.4,1,1564.5,2135.1,463.1,198.1,469.9,493.3,555.8,142.7,295.7,53.3,55.3,0.0,0.0,417.9,65.0,831.9,40.9,138.6,86.4,20.2,61.5,103.7,53.8,0.0,2586.8,756.5,1064.7,306.5,180.9,71.7,70.7,122.4,208.7,365.9,45.1,641.5,0.0,113.4,35.6,56.9,39.5,23.8,39.0,30.6,48.4,20.1,64.7,18.7,3325.6,2584.15,782.5
1100,20,28.7,0.0,5.1,230,94,995.5,0.0,0.06,30.2,1,1558.1,2079.6,462.4,200.3,465.6,474.1,492.1,138.6,308.8,25.1,53.8,0.0,0.0,422.2,73.6,809.5,40.6,142.5,92.6,20.3,60.1,103.2,52.0,0.0,2526.2,0.0,1048.5,299.5,178.1,70.5,70.3,124.7,221.0,349.0,39.9,633.5,0.0,108.3,35.8,47.5,39.5,26.0,33.4,30.3,59.0,25.4,59.6,18.7,3301.3,2541.5,780.65
1101,21,28.5,0.0,6.7,230,95,995.8,0.0,0.0,29.6,1,1538.0,2060.8,443.5,211.9,465.0,471.7,488.0,135.5,281.2,34.1,53.5,0.0,0.0,401.8,74.2,834.0,41.8,141.5,85.6,21.4,56.2,97.9,57.9,0.0,2531.2,706.6,1033.9,303.3,182.6,69.9,83.3,127.6,206.9,334.7,36.4,622.5,0.0,99.9,27.4,31.1,53.0,40.5,29.3,16.7,54.4,16.5,54.9,18.8,3288.6,2524.8,767.7
1102,22,28.3,0.0,5.1,230,96,996.0,0.0,0.0,29.2,1,1591.6,2078.3,426.6,193.6,457.8,462.3,546.9,122.5,270.2,30.3,53.5,0.0,0.0,388.6,75.7,844.3,45.1,134.6,84.7,12.3,45.5,106.8,57.3,0.0,2468.0,767.5,1038.5,299.2,173.1,60.6,83.9,112.6,214.4,333.5,38.2,606.0,0.0,100.7,36.6,33.3,41.4,23.0,36.2,32.0,62.7,14.1,57.0,18.6,3246.95,2482.2,792.2
1103,23,28.2,0.0,4.9,230,97,996.1,0.0,0.0,29.0,1,1544.9,1960.1,420.5,188.3,452.7,451.4,473.0,119.0,273.6,29.7,53.7,0.0,0.0,396.3,77.4,817.7,38.7,132.8,78.4,18.2,54.1,104.2,53.1,0.0,2438.2,727.6,1027.8,310.1,191.1,69.3,76.2,105.9,199.8,324.8,36.5,593.8,0.0,95.6,38.2,38.9,37.2,32.0,25.7,17.0,60.4,28.0,51.5,18.6,3152.25,2421.6,769.1
1104,0,27.8,0.0,4.9,230,98,995.7,0.0,0.0,28.2,0,1494.0,1953.3,393.6,158.6,452.9,461.0,517.7,120.7,270.0,33.4,54.0,0.0,0.0,373.7,71.1,789.0,32.6,132.4,80.4,19.8,39.2,87.1,48.0,0.0,2428.1,767.6,1056.1,287.3,173.6,69.6,76.8,94.7,196.8,327.1,35.1,599.7,0.0,100.3,37.5,35.6,61.1,36.1,16.5,24.4,48.6,27.5,49.7,18.8,3096.1499999999996,2399.55,747.55
1105,1,27.8,0.0,4.6,230,98,995.2,0.0,0.0,28.4,0,1481.7,1878.0,390.4,170.2,432.8,449.8,459.1,116.9,245.8,27.1,54.0,0.0,0.0,345.3,81.5,810.4,38.6,140.4,76.7,11.4,37.2,78.0,51.4,0.0,2396.9,743.8,1019.9,277.2,169.6,68.5,81.3,79.5,194.0,350.2,37.3,627.0,0.0,92.2,25.5,35.7,36.6,22.1,28.7,16.6,47.1,15.9,48.4,19.3,3063.55,2352.95,740.2
